label,num_nodes,poster_friend_cnt,poster_follower_cnt,avg_time,avg_friends,avg_followers,max_followers,max_friends,friends_25th_percentile,friends_75th_percentile,followers_25th_percentile,followers_75th_percentile,num_edges,ratio_users_w/out_followers,num_connected_components,number_of_OPs_followers_who_retweeted,percentage_of_OPs_followers_who_retweeted,avg_clustering,op_clustering,transitivity,nodeID_list
1,45,4096,32768,158060.04444444444,1602.4888888888888,2607.822222222222,32768,8192,256.0,2048.0,256.0,1024.0,87,0.4888888888888889,26,33,0.001007080078125,0.19982201931628696,0.02790346907993967,0.30120481927710846,"['457639515' '128285401' '401154180' '8542120' '98022407' '253933660'
 '90075576' '58403631' '81379009' '728242969' '361298664' '58261368'
 '58445957' '581154588' '421466321' '32649332' '55254461' '152686608'
 '633949175' '238994527' '152904664' '607645012' '58005014' '136595556'
 '298849772' '152481665' '421489395' '834117011' '701110645' '340004099'
 '49905526' '581243952' '673176975' '25922551' '215757790' '39335481'
 '152934153' '192260593' '833318569' '45822168' '52577786' '152724816']"
1,94,2048,8192,88586.4574468085,2756.7659574468084,2373.1063829787236,16384,16384,512.0,4096.0,512.0,2048.0,170,0.4787234042553192,51,29,0.0035400390625,0.11745608842826753,0.06427688504326329,0.20588235294117646,"['16944767' '363487885' '44615551' '603095023' '107239727' '451606471'
 '21991668' '184789535' '298848686' '498211581' '580934170' '32789107'
 '73887841' '184081728' '152524817' '58304180' '421476296' '27621709'
 '217130816' '57400245' '58303883' '48544629' '802181855' '527769463'
 '83163276' '126511718' '82582222' '19285426' '421479878' '67812752'
 '48701061' '700974658' '713902021' '45300264' '58089618' '298863057'
 '45567514' '152668917' '61272206' '15178513' '106494152' '357563924'
 '29869770' '326864508' '10398186' '36708826' '354895731' '32320213'
 '357564095' '142741966' '581417704' '130793767' '485322517' '154926820'
 '638099087' '17274253' '19027460' '65591424' '102445058' '609148465'
 '71562580' '357564176' '421476737' '73529194']"
1,94,64,65536,2519750.095744681,3877.2127659574467,4098.829787234043,65536,32768,512.0,4096.0,512.0,4096.0,171,0.6382978723404256,71,75,0.0011444091796875,0.3450729203177576,0.018076518076518076,0.36363636363636365,"['152884665' '57583888' '301163086' '57648269' '57643529' '152727684'
 '57648693' '31626329' '608055713' '152821688' '298850852' '152905668'
 '61634213' '316627963' '152662853' '758012512' '97086856' '50852457'
 '69302070' '152896971' '152907468' '147999630' '52450965' '820929085'
 '152500393' '155814152' '580940563' '152576833' '421591468' '14689302'
 '152733646' '57483895' '633950990' '302976973' '78844763' '152816924'
 '152680446' '9357465' '152726984' '26521456' '82512084' '152473553'
 '758003755' '798152525' '806234427' '152848601' '152431790' '152595391'
 '365260023' '26906076' '51089493' '152520008' '581426543' '223767514'
 '65317152' '782701459' '298856023' '45288114' '681698288' '152896760'
 '180355521' '134179117' '123959164' '152821563' '6860888' '152595225'
 '122840086' '152474847' '298830309' '163845763' '696241243' '152912195'
 '152604175' '152907166' '152674465' '152729104' '102935351' '3651689'
 '164019883' '54426765' '152851323' '102760281' '152520017' '224332710'
 '834751417' '582393326' '565199382' '834200141']"
1,6,1024,16384,89550.66666666667,896.0,5930.666666666667,16384,2048,512.0,1024.0,640.0,12544.0,2,0.6666666666666666,6,1,6.103515625e-05,0.0,0.0,0.0,['12182935' '81379009' '421571029' '136904357']
1,30,16384,16384,30992.8,3976.5333333333333,3498.6666666666665,16384,16384,1024.0,4096.0,1024.0,4096.0,77,0.1,4,20,0.001220703125,0.26558174951267055,0.042105263157894736,0.1311787072243346,"['152620290' '152733790' '152913599' '57647954' '44841247' '316272149'
 '298831688' '210215919' '152623263' '52584517' '211707358' '152953697'
 '157981867' '152931604' '152784289' '152712667' '57770797' '58111175'
 '152937926' '75191505' '298835832' '152800299' '152571724' '35221487'
 '152818791' '152436528' '29295870' '21575032']"
1,39,4096,32768,88663.7435897436,2205.5384615384614,3380.5128205128203,32768,16384,384.0,4096.0,384.0,2048.0,50,0.7435897435897436,32,26,0.00079345703125,0.1486797981069667,0.018617021276595744,0.36363636363636365,"['139995433' '192647505' '64664580' '349171372' '128389261' '152713317'
 '152898569' '98022407' '69437982' '85169961' '457742670' '83597376'
 '16910126' '58445957' '58333034' '9023080' '16672359' '794658096'
 '58381817' '32519581' '152541185' '130236745' '127482673' '421515278'
 '215757790' '6484720' '102230113' '142626483' '607512373' '110642812'
 '28484307' '517864936' '152565431']"
1,94,256,1024,379891.0425531915,2314.553191489362,2572.478723404255,32768,16384,256.0,2048.0,128.0,2048.0,53,0.6808510638297872,74,8,0.0078125,0.032052399989267795,0.11538461538461539,0.2,"['580882994' '155681355' '298804091' '833313804' '58441623' '204863998'
 '185584381' '57650568' '23515236' '128501452' '152696029' '581910846'
 '174604265' '155605564' '833818658' '741986109' '421460052' '166772829'
 '756507227' '65341375' '680538219' '107496168' '561582524' '152693925'
 '749537606' '61609760' '155694783' '833968426' '17173494' '834858400'
 '129996102' '835820671' '348221690']"
1,94,4096,32768,360737.42553191487,2965.1063829787236,2812.6382978723404,65536,65536,320.0,4096.0,256.0,2048.0,241,0.2765957446808511,30,45,0.001373291015625,0.4185153172159758,0.06388206388206388,0.08101851851851852,"['49197241' '58183272' '152907157' '97034761' '58035238' '107496214'
 '350267572' '152541185' '58492796' '219838273' '152934153' '59865910'
 '421496787' '152693816' '152513766' '834246459' '81378230' '81560885'
 '364086768' '19986972' '152939179' '582628882' '65490572' '152919449'
 '23518497' '9023080' '32262367' '200023786' '52582630' '298858663'
 '152594760' '152573446' '111945353' '27658103' '152722356' '102230113'
 '152620851' '50858223' '208560324' '57650432' '28484307' '349438648'
 '298849623' '57428347' '62069143' '98022407' '139995433' '17936635'
 '39299546' '83597376' '16910126' '147920174' '45487983' '58182958'
 '152938549' '152431032' '152579005' '634139861' '57770797' '80609780'
 '833353250' '215757790' '14413144' '138126991' '634242554' '581908442'
 '807095650' '152713317' '687019073' '581910846' '16672359' '130008419'
 '649407112' '75685808' '58381817' '127482673' '54295881' '421515278'
 '125619243' '298833526' '177051906' '833363157' '152565431']"
1,89,256,512,201149.4157303371,1966.0224719101125,1742.2022471910113,16384,16384,512.0,2048.0,256.0,2048.0,39,0.7303370786516854,76,11,0.021484375,0.0,0.0,0.0,"['57589911' '152565714' '45514054' '152839419' '625084791' '536009461'
 '580893613' '152657621' '152581141' '570733233' '54506585' '152657607'
 '152685043' '421505499' '833311436' '32898294' '73223589' '57829496'
 '749650183' '7123648' '687040317' '57847286' '601611529' '581887790'
 '152912857' '152432851' '733125' '152857538' '152564217' '152914442']"
1,6,8192,8192,8307.333333333334,3669.3333333333335,3456.0,8192,8192,1280.0,6656.0,1024.0,6656.0,14,0.0,1,5,0.0006103515625,0.4777777777777778,0.2,0.4,['58151530' '571436274' '210240731' '58133690' '175151965' '118474258']
1,93,65536,65536,197463.75268817204,23287.74193548387,24384.68817204301,131072,131072,4096.0,32768.0,4096.0,32768.0,2448,0.053763440860215055,6,76,0.00115966796875,0.7446020644054856,0.3868553172067549,0.6246318741861164,"['57643334' '44758508' '21450189' '152674368' '138675351' '52584520'
 '152858293' '152931124' '44757294' '226091802' '57643660' '57644794'
 '57643905' '152838839' '152933383' '67819796' '64962083' '163536982'
 '58333454' '57607956' '44757794' '142532456' '152734462' '57644376'
 '152907919' '130338849' '210258190' '28736057' '27014429' '44758879'
 '45542690' '30712503' '58024077' '129989823' '57848927' '152633483'
 '57645430' '152892762' '57644430' '26732858' '152727429' '21457532'
 '24765513' '152851509' '152479121' '61970793' '152728598' '152809222'
 '152919660' '37451044' '57849027' '152911928' '58388305' '57652357'
 '58150888' '18695679' '123004332' '163536964' '57648659' '174264412'
 '57645870' '581920502' '185773950' '82655345' '57652742' '57609942'
 '182792963' '172469232' '84303402' '152577200' '148042185' '152727192'
 '50618411' '57646634' '152713486' '152912268' '17460394' '57647581'
 '57651055' '152575199' '123730553' '152817441' '58155724' '57651366'
 '57648587' '7159207' '152696089' '210191760' '130950318' '84207391'
 '82115288']"
1,29,4096,4096,1312086.6551724137,1690.4827586206898,1004.6896551724138,4096,8192,256.0,2048.0,128.0,1024.0,6,0.7931034482758621,27,1,0.000244140625,0.0,0.0,0.0,['32016683' '152513347' '152819329' '49240220' '181801698' '248432890']
1,79,8192,16384,296461.03797468357,2487.8987341772154,2482.6329113924053,16384,16384,512.0,4096.0,512.0,3072.0,372,0.189873417721519,17,56,0.00341796875,0.3366122455245425,0.06984478935698447,0.19130084575110753,"['152727187' '357564094' '39366519' '152715143' '69748230' '57609830'
 '64664580' '421461070' '13885431' '357564225' '152934025' '37126216'
 '633455868' '152534675' '649953964' '130007536' '27621709' '451399564'
 '52450086' '685630314' '421498336' '81379009' '80397872' '164374513'
 '157788967' '421480021' '357564177' '43723776' '19285426' '82269407'
 '694735600' '45697774' '57656228' '89066635' '167824278' '806290337'
 '828444566' '97137345' '421476912' '421466263' '208535296' '166837986'
 '97095780' '7276762' '127482673' '7182960' '772327954' '601717110'
 '124087500' '34235421' '166119619' '97055351' '129985323' '163918192'
 '73198614' '357564095' '9123708' '13139115' '5467493' '152855937'
 '7674409' '637393032' '59847544' '73164510' '155877082' '65591424'
 '57444628' '69274560' '316344715' '18658915' '833331406' '687037261'
 '17212193']"
1,90,512,524288,404227.26666666666,2140.177777777778,7718.155555555555,524288,32768,256.0,1792.0,64.0,1024.0,66,0.8888888888888888,84,56,0.0001068115234375,0.01111784103910088,0.0006056935190793458,0.16666666666666666,"['33497610' '421455735' '7769511' '836563724' '421640322' '421455509'
 '501520058' '58147364' '68783771' '14962716' '582456229' '59090767'
 '67461885' '833546882' '421603007' '421458368' '421465082' '154970570'
 '715057938' '52450086' '44617112' '421480429' '27751249' '211527669'
 '58339353' '58044513' '32484016' '152577183' '34096572' '836020243'
 '783915181' '421480451' '29419925' '7471989' '797881157' '836610386'
 '58482609' '32371348' '758004696' '134020726' '3621878' '152629833'
 '66953288' '81376989' '833337449' '836610355' '48667688' '421523207'
 '6352463' '16588358' '54647864' '421458209' '224313831' '134122386'
 '403617344' '812484643' '281296254' '99641338' '421615448' '152500666']"
1,95,512,524288,199735.87368421053,1900.463157894737,6845.9473684210525,524288,8192,256.0,2048.0,128.0,1024.0,94,0.8210526315789474,88,75,0.0001430511474609375,0.06818444760550023,0.0025225225225225223,0.35,"['208440235' '421479892' '805298563' '38326651' '215877518' '5370552'
 '10849707' '166866658' '54684925' '305368939' '25753775' '152479988'
 '25447833' '57476851' '26459412' '641151068' '26063294' '8150784'
 '68001678' '219612016' '74340175' '164585068' '30160137' '152595107'
 '833365105' '356534270' '836610406' '13876735' '459314436' '489020695'
 '257964668' '806265564' '6352463' '299170997' '22686310' '152534666'
 '421480976' '836610459' '199922648' '152516954' '57589042' '57994032'
 '613208165' '4998125' '124768015' '213202456' '421480308' '9596966'
 '116287228' '71726597' '745588282' '604075703' '673176975' '148192021'
 '529603964' '115741321' '56106714' '5445670' '531728836' '192304290'
 '505455524' '783320421' '155134486' '365841901' '833308778' '8728850'
 '52450086' '183890036' '756503791' '36026186' '57833411' '16588358'
 '799151471' '158232672' '534270631' '38047232' '131011851' '421457115'
 '161738307']"
1,94,65536,65536,70985.1170212766,4381.297872340426,3414.978723404255,65536,65536,512.0,7168.0,512.0,4096.0,226,0.05319148936170213,6,86,0.001312255859375,0.3490180756362749,0.006366782006920415,0.018976897689768978,"['16944767' '45226227' '801951420' '184789535' '633966012' '152533121'
 '421524514' '152564102' '152920517' '78282737' '152821012' '107496214'
 '421461795' '131450592' '833305244' '38923011' '152787531' '152904848'
 '52572552' '223861294' '81973643' '601717110' '29935035' '747121647'
 '152602733' '152703384' '49157167' '609162738' '680306355' '112941324'
 '152661367' '152566188' '39549401' '34190360' '152934135' '601606165'
 '601696760' '152580812' '23518497' '582742692' '156917065' '152877030'
 '152515517' '152574392' '54488471' '633965917' '33741427' '129985323'
 '633951176' '11893515' '580875223' '298849063' '833270554' '152820665'
 '152446707' '680244836' '616922196' '601602526' '298850432' '128092403'
 '268709134' '65294056' '152592681' '65269407' '37591674' '96755148'
 '39024110' '58389688' '152513550' '152955176' '298848530' '297546376'
 '37604801' '27992331' '152630772' '152781881' '152668903' '152593244'
 '18944345' '152898964' '561382110' '177958514' '75765285' '57647209'
 '421464892' '712461337' '833336861' '758009732' '152594883' '581251354'
 '57977978']"
1,36,256,65536,129592.83333333333,4819.555555555556,6121.111111111111,131072,131072,128.0,1280.0,64.0,640.0,34,0.8333333333333334,34,29,0.0004425048828125,0.0,0.0,0.0,"['57643843' '152532146' '91920040' '152512736' '153606775' '421519912'
 '421476976' '30160137' '421480776' '152857759' '421627790' '421499328'
 '71794453' '834200602' '204794212' '128257946' '152660794' '636876362'
 '152482321' '67875679' '758017680' '152732976' '4305315' '172420004'
 '421510345' '224329666' '58152051' '421501681' '57769063' '139351789'
 '129788448' '57476851' '127759828']"
1,40,32768,32768,2296.325,9705.625,9460.8,32768,32768,2048.0,16384.0,3584.0,16384.0,185,0.025,3,36,0.0010986328125,0.45996125941959276,0.08024691358024691,0.2386578449905482,"['152912268' '152701415' '152884038' '152448793' '21428347' '152103850'
 '28675206' '601615678' '58163137' '82854010' '32842064' '92112711'
 '57650159' '152670868' '152630961' '155875569' '210187249' '175500588'
 '4660868' '57648269' '101698506' '52392144' '301957964' '210208710'
 '152565654' '152593747' '130236504' '128504578' '152730233' '57646999'
 '581417704' '21597238' '57650631' '121878515' '166898967' '210191345'
 '152934419' '582168367' '50613671']"
1,32,4096,8192,54236.5625,2330.0,2155.5,8192,8192,448.0,4096.0,512.0,2560.0,33,0.65625,23,16,0.001953125,0.043402777777777776,0.022222222222222223,0.13793103448275862,"['152931389' '152906116' '152839683' '65318975' '152905266' '152662101'
 '152891709' '58350054' '152839920' '152576583' '152925678' '152627756'
 '152724807' '49282563' '152921407' '152897758' '152688823' '152809076'
 '152880829' '137374775' '152677983']"
1,20,8192,4096,5426.5,2931.2,2099.2,8192,8192,896.0,4096.0,512.0,2560.0,46,0.1,3,13,0.003173828125,0.32809966216216213,0.07657657657657657,0.20967741935483872,"['21991668' '58028185' '175152128' '833538143' '642372629' '56970728'
 '58411428' '562752' '6638938' '219599083' '56514640' '49258002'
 '78131368' '11707156' '128418862' '93420253' '137594230' '152573239'
 '58018048' '56942824']"
1,79,4096,8192,69921.21518987342,2299.9493670886077,2703.1898734177216,32768,8192,512.0,4096.0,384.0,2048.0,313,0.2911392405063291,26,40,0.0048828125,0.36723227376629963,0.09584158415841584,0.25980392156862747,"['128285401' '16944767' '152430904' '14930209' '131050234' '212625329'
 '164117224' '58123074' '210256990' '261671774' '152850832' '442167698'
 '59635988' '580949058' '38326651' '97015082' '38968210' '421668882'
 '298838772' '81379009' '701392963' '421456313' '58260042' '189496093'
 '2634374' '140732717' '49324564' '152687605' '99560233' '582872063'
 '57412904' '58381306' '215747976' '131450592' '152576293' '581706927'
 '164448589' '114746776' '72471441' '127482673' '109108802' '166493454'
 '234934673' '377323652' '124087500' '527781324' '40174419' '26074982'
 '62293330' '67910216' '371024169' '80899243' '421455363' '163543991'
 '58327452' '152891406' '638095397' '30658510' '24253636' '19936180'
 '9471986' '82122257' '67943479' '316344715' '122856592' '85171130']"
1,47,4096,32768,65700.8085106383,3786.2127659574467,4878.382978723404,65536,65536,512.0,4096.0,512.0,4096.0,158,0.2765957446808511,16,31,0.000946044921875,0.33748160704490426,0.08620689655172414,0.2814569536423841,"['45512531' '57959458' '58262743' '129235265' '139820670' '152934041'
 '797986478' '64664580' '28513025' '152603100' '128389261' '152713317'
 '58304431' '364086768' '753894340' '298838230' '694659195' '102632060'
 '152474257' '96192773' '581910846' '13557052' '49271866' '9023080'
 '833312155' '16672359' '97137345' '127482673' '231720577' '6852339'
 '43968217' '215757790' '58330176' '462948348' '31468787' '679983338'
 '75191505' '162461110' '13139115' '793440689' '352074565' '12988933'
 '69274560']"
1,38,512,2048,150127.13157894736,3632.842105263158,2930.4210526315787,32768,32768,512.0,4096.0,512.0,2048.0,99,0.3157894736842105,13,21,0.01025390625,0.20498993459459416,0.12318840579710146,0.29896907216494845,"['31907517' '122285833' '145456670' '326864393' '8530803' '649953964'
 '152812216' '45405260' '37882378' '21626784' '421466416' '55249062'
 '152892204' '9596966' '58009044' '362983588' '219599083' '57742778'
 '81377290' '152797379' '216771795' '25477970' '505449013' '58289487'
 '73198614' '82512084' '25373951' '152785290' '638099087' '118288396'
 '69499811' '833344453' '57646012']"
1,48,65536,65536,29112.729166666668,23066.6875,22230.666666666668,131072,131072,2048.0,32768.0,2048.0,32768.0,652,0.041666666666666664,4,32,0.00048828125,0.6383821688203885,0.4448511469009273,0.6289664551223935,"['581797377' '57650442' '57647733' '243414757' '152601813' '57653159'
 '57645445' '108995435' '8739279' '163552958' '57647266' '50645741'
 '57652330' '128502174' '633995019' '812485899' '581413917' '9173565'
 '145456442' '210191501' '50611862' '57606428' '57643580' '57646845'
 '11597047' '86116943' '65401855' '57649075' '57847058' '49056559'
 '175156367' '101699474' '152940809' '57644430' '101698349' '58285199'
 '806172302' '21662712' '7810177' '175151570' '499997747' '178358678'
 '74627839' '152512740' '50618661' '152885479']"
1,57,32768,32768,11443.807017543859,19945.543859649122,19178.666666666668,65536,65536,4096.0,32768.0,4096.0,32768.0,925,0.0,2,34,0.00103759765625,0.6584321287856952,0.5213903743315508,0.6165851489550912,"['57643334' '58022460' '59633447' '57647431' '587067794' '251846224'
 '210185323' '57649152' '45544568' '210199704' '221419658' '57651093'
 '152801502' '205885136' '518873720' '199719265' '107496320' '152596585'
 '49271866' '19075432' '215750242' '152702481' '175151436' '155815531'
 '38662088' '155840950' '38923011' '97440793' '57649158' '57646921'
 '57651459' '57653024' '152578866' '58126441' '57647796' '152688121'
 '57847320' '152595875' '205885082' '57648554' '57652624' '57653127'
 '57651633' '152714126' '81968494' '359366873' '152700488' '37604801'
 '210195970' '83920561' '210277544' '102326066' '152931299' '152582104'
 '359378106' '57646081' '152482343']"
1,7,512,8192,46830.42857142857,1225.142857142857,39401.142857142855,262144,4096,384.0,1536.0,160.0,6144.0,6,0.7142857142857143,7,1,0.0001220703125,0.15,0.5,0.5,['206762765' '133186256' '795031945' '382464371' '745777206' '216071831']
1,92,8192,8192,179809.76086956522,3784.3478260869565,3730.086956521739,131072,131072,512.0,4096.0,256.0,2560.0,282,0.20652173913043478,23,18,0.002197265625,0.23529085869732225,0.13528336380255943,0.1527647610121837,"['13498687' '60000641' '42168789' '73690719' '54317690' '349875690'
 '828447797' '10849707' '601658861' '48701061' '421476912' '81973643'
 '124087500' '155862065' '148008273' '152833810' '133553116' '58374983'
 '82894804' '82395764' '9380849' '29890409' '665848883' '4799875'
 '167818329' '767343410' '214991797' '81379009' '298848272' '129642506'
 '152479244' '163941313' '152450113' '177063526' '132483922' '58488737'
 '57646568' '687040317' '152878987' '298857546' '57477301' '357564095'
 '56586075' '31907517' '16011071' '602511006' '16333047' '128669525'
 '421455832' '704641764' '134305316' '81377665' '687775465' '671998129'
 '145092778' '421476501' '152671024' '215747976' '152481665' '57993947'
 '61880821' '6655896' '152928938' '635684275' '501147866' '59635988'
 '57648110' '58081360' '254993545' '9460260' '16393536' '167482499'
 '76175202' '57995658' '11458627' '59201136' '52450053' '58383786'
 '36026186' '6918976' '34981139' '152877613' '152574278' '758027093'
 '67943479']"
1,69,2048,8192,62299.42028985507,5354.666666666667,5415.014492753623,65536,65536,1024.0,8192.0,512.0,4096.0,204,0.3333333333333333,30,34,0.004150390625,0.2453705859884304,0.12451171875,0.3827077747989276,"['216074284' '58368958' '6351017' '133788657' '207071876' '128389261'
 '57651131' '35799163' '421476836' '743246971' '558331390' '737602043'
 '6191472' '21626784' '152700575' '756503791' '25105373' '581910846'
 '218105398' '152928189' '305237040' '20101857' '421501820' '203878583'
 '114837199' '152576045' '152727514' '135295430' '58419646' '130236504'
 '19015126' '152481665' '58012697' '24980359' '13969437' '7585266'
 '6852339' '34235421' '127747635' '61239761' '86219837' '124549562'
 '129985323' '13789716' '163918192' '128502169' '44846997' '179554260'
 '152838931' '152502373' '199777185' '25301660' '833356465' '97489435'
 '17629846']"
1,86,2048,8192,69309.26744186046,3554.9767441860463,2878.4186046511627,65536,65536,512.0,4096.0,128.0,3584.0,65,0.5930232558139535,64,11,0.0013427734375,0.0,0.0,0.0,"['72473463' '701095823' '89354903' '78285957' '107496206' '152735524'
 '86483523' '65491694' '55639811' '52450086' '660457725' '581606378'
 '60677634' '61296472' '58149482' '421466321' '421485835' '32769592'
 '276932000' '713902021' '224322717' '149545979' '58089618' '4242392'
 '758013574' '152734410' '215747976' '3651689' '26263038' '57356782'
 '152577718' '33683573' '5492689' '45819823' '149550914' '17016633'
 '57647265' '25373951' '2264373' '152603975' '34369987' '132582052'
 '15612553' '581654779' '20896439']"
1,7,256,524288,161990.2857142857,1014.8571428571429,75385.14285714286,524288,2048,192.0,2048.0,96.0,1536.0,6,0.7142857142857143,6,5,9.5367431640625e-06,0.0,0.0,0.0,['6230522' '572187900' '224148081' '230430253' '130642180' '834351245']
1,21,1024,4096,19419.428571428572,835.047619047619,761.9047619047619,4096,2048,512.0,1024.0,128.0,1024.0,15,0.5714285714285714,16,5,0.001220703125,0.060544217687074825,0.07142857142857142,0.16666666666666666,"['365014932' '305057666' '107563193' '511867664' '568051178' '567791413'
 '163401436' '102772102' '408260673' '505666777' '124447137' '393226254']"
1,21,512,1024,176077.95238095237,1219.095238095238,1229.7142857142858,8192,4096,256.0,2048.0,256.0,1024.0,45,0.3333333333333333,10,9,0.0087890625,0.27137731593467374,0.2635135135135135,0.4603174603174603,"['421506221' '128775531' '326864537' '756503561' '326864418' '499300761'
 '66853113' '58424584' '26302721' '25922551' '276820693' '152934153'
 '31468787' '49240104' '73198614' '242599551' '118288396' '652876570'
 '833310518']"
